shs_strand,tvl_strand,course,field_category,interest_research,interest_arts,interest_policy,interest_design,interest_tech,interest_building,interest_nature,interest_detail,interest_leading,interest_helping,interest_tools,interest_analysis,interest_writing,interest_performing,interest_health_care,interest_finance,interest_sales,interest_education,interest_management,interest_marketing,interest_performing_arts,interest_counseling,interest_social_service,interest_legal,interest_business,ability_logic,ability_creativity,ability_comm,ability_practical,ability_teamwork,ability_spatial,ability_numerical,ability_abstract_reason,ability_verbal_comp,ability_clerical,ability_mech_reason,ability_organization,ability_detailcheck,ability_comprehension,ability_problem_solve,dmgt_resilience,dmgt_persistence,dmgt_self_manage,dmgt_patience,dmgt_flexibility,dmgt_integrity,dmgt_stress_manage,dmgt_initiative,ability_comm_written,ability_negotiation
GAS,none,Speech Communication,MEDIA,2,5,3,5,2,1,2,2,3,2,3,1,5,3,3,1,1,2,2,4,4,3,1,2,2,2,5,5,1,4,3,2,1,3,1,2,1,1,3,3,1,2,3,1,1,2,1,4,4,2
GAS,none,Creative Writing,MEDIA,2,5,2,5,3,1,3,3,1,1,1,3,5,3,3,1,1,2,3,5,4,2,3,1,3,1,5,5,2,3,1,3,3,3,1,3,1,1,2,2,1,3,3,1,2,1,2,4,5,3
TVL,ICT,Criminology,APPLIED,1,2,3,2,4,5,4,2,2,2,4,1,2,1,1,2,3,1,1,3,3,3,3,2,3,4,3,3,5,3,5,2,1,1,1,5,2,3,1,3,2,3,3,2,1,1,3,1,2,1
HUMSS,none,European Languages,SOCIAL,4,3,5,2,2,1,3,3,2,4,2,1,3,3,3,3,1,3,1,3,1,2,3,3,2,4,2,5,1,4,2,1,1,4,2,3,1,1,5,2,2,3,3,1,5,1,2,1,3,2
STEM,none,Information Security,TECH,4,3,2,4,5,3,3,1,1,1,2,5,1,1,1,1,3,2,2,1,3,1,2,3,2,5,3,1,2,3,3,5,4,2,1,3,1,5,2,3,1,4,2,1,3,2,1,1,3,2
STEM,none,Data Science,TECH,5,1,2,4,5,3,2,2,2,2,2,5,3,3,1,3,1,2,2,1,3,1,1,2,2,5,1,1,2,2,3,4,5,1,3,2,2,5,3,2,1,5,3,3,1,2,3,1,3,3
ABM,none,Legal Management,BUS,2,1,3,3,3,3,1,5,5,1,3,2,1,1,3,5,3,2,5,1,2,2,3,3,5,5,2,4,3,1,3,4,2,3,1,1,5,2,1,2,1,3,1,3,1,4,3,1,1,5
STEM,none,Industrial Design,ENG,4,3,3,2,3,5,1,3,1,3,5,2,1,2,2,3,1,3,3,3,2,1,2,3,2,5,1,1,5,5,5,5,3,3,1,5,1,2,3,2,2,2,2,1,1,2,1,3,1,1
STEM,none,Energy Engineering,ENG,5,3,1,2,3,5,2,2,1,1,4,3,1,3,3,2,3,1,3,3,1,2,3,3,3,5,3,1,5,4,5,4,3,1,2,5,1,1,2,3,2,1,3,2,1,1,1,1,3,1
STEM,none,Mechanical Engineering,ENG,5,3,2,2,3,5,3,1,1,3,4,2,2,3,1,1,1,1,3,3,1,1,2,3,3,5,1,1,5,4,5,5,2,2,1,5,2,3,3,3,3,2,3,1,3,1,1,1,1,2
STEM,none,Industrial Design,ENG,5,3,3,3,4,5,3,2,3,1,4,1,1,2,1,3,3,3,1,3,1,2,2,2,1,5,3,3,5,5,5,5,1,3,3,5,1,2,1,2,3,2,3,1,3,2,1,1,3,1
STEM,none,Mining Engineering,ENG,4,2,2,2,3,5,3,1,3,2,4,2,1,3,2,3,1,1,3,2,2,2,1,3,3,5,3,1,5,5,5,4,2,2,2,5,3,3,2,3,3,3,2,1,2,3,2,1,2,1
GAS,none,Art History,MEDIA,3,5,3,5,1,3,1,3,3,3,3,3,5,3,1,3,2,3,1,5,4,3,1,2,3,2,5,5,1,4,1,3,2,1,3,2,3,3,2,3,2,2,3,3,1,3,2,4,5,3
ABM,none,Human Resource Management,BUS,2,2,3,3,2,1,1,4,4,3,2,2,1,1,1,5,3,2,5,2,1,3,2,3,5,4,3,3,2,1,2,5,3,1,1,2,4,2,2,2,3,3,3,2,1,5,2,1,3,4
HUMSS,none,Community Development,PUB,1,3,5,3,2,2,2,2,5,5,3,2,2,1,1,1,3,2,2,1,2,1,5,2,2,5,2,5,2,4,1,1,3,2,2,2,5,3,2,3,3,2,3,2,1,4,1,1,2,3
GAS,none,Tourism Management,HOSP,1,3,3,3,1,2,3,1,3,5,2,2,1,3,3,2,3,1,4,2,3,2,1,3,3,1,2,5,5,5,1,3,3,2,3,3,5,3,1,2,1,1,3,1,1,3,4,3,2,3
STEM,none,Environmental & Sanitary Engineering,ENG,4,2,2,3,4,5,3,2,2,1,5,3,1,3,2,1,2,3,1,2,2,2,1,3,1,5,2,3,5,4,4,5,2,2,2,5,1,1,3,3,2,3,1,3,2,2,3,2,2,2
GAS,none,Tourism Management,HOSP,3,3,2,1,3,1,3,2,1,5,1,3,2,3,3,1,3,2,5,2,2,2,3,2,3,3,2,5,5,5,1,2,2,1,1,1,5,1,3,1,3,1,3,3,3,3,5,3,2,3
STEM,none,Information Technology,TECH,4,2,3,4,5,3,1,3,2,3,2,4,3,3,1,3,2,2,3,3,1,3,2,1,2,5,3,3,3,2,2,5,5,3,2,1,2,4,2,1,3,4,1,2,2,2,1,3,2,1
GAS,none,Film,MEDIA,2,5,3,5,2,2,2,3,1,1,1,3,5,3,1,1,2,1,2,5,4,3,1,1,2,1,5,5,3,3,1,3,3,2,2,3,3,2,1,1,1,2,1,2,1,1,1,4,5,1
HUMSS,none,History,SOCIAL,5,1,5,2,2,2,3,1,1,5,2,1,3,3,1,3,3,1,3,2,3,3,1,4,1,3,2,5,3,5,1,2,2,4,1,1,3,3,5,1,1,1,2,2,4,2,2,3,3,3
GAS,none,Visual Communication,MEDIA,2,5,2,5,3,1,3,2,3,3,1,1,5,3,3,3,3,3,1,5,5,3,1,2,1,1,5,5,3,3,2,3,2,1,3,2,2,2,2,3,1,3,3,3,3,3,2,5,4,3
GAS,none,Tourism Management,HOSP,1,3,2,3,1,3,1,1,1,5,1,2,1,3,3,1,3,1,5,1,1,2,2,1,4,1,3,5,4,5,2,3,2,1,3,2,5,2,2,1,1,3,3,1,3,1,5,1,2,3
STEM,none,Information Security,TECH,5,3,1,3,5,4,3,3,1,3,3,4,3,3,3,1,2,1,2,1,1,3,2,1,2,5,3,3,2,1,3,5,5,2,1,2,3,4,2,2,3,5,1,2,2,1,2,2,1,3
ABM,none,Marketing Management,BUS,3,1,1,2,1,3,3,5,5,3,1,1,1,1,3,5,3,2,5,1,3,1,2,2,5,4,2,3,3,2,2,5,3,2,2,2,4,2,2,2,2,1,1,2,1,5,2,1,3,5
TVL,ICT,Voice,APPLIED,3,1,1,1,4,5,3,1,3,2,5,2,1,3,3,3,3,3,3,1,3,3,2,2,3,4,1,3,5,3,5,3,2,1,3,5,3,3,3,2,2,2,1,1,1,1,2,3,2,3
STEM,none,Biological Engineering,ENG,4,1,2,2,4,5,2,3,2,3,5,2,1,1,3,3,2,1,1,1,2,2,3,2,2,5,2,2,5,5,4,4,2,2,3,5,3,2,1,3,3,3,1,3,2,2,2,3,1,2
STEM,none,Data Science,TECH,4,2,3,3,5,3,2,3,1,2,3,5,3,1,2,2,3,2,2,1,1,1,1,2,1,5,3,3,3,2,2,5,5,3,2,2,2,5,3,2,1,5,2,1,3,1,3,2,1,3
HUMSS,none,Political Economy,SOCIAL,4,3,5,2,3,2,3,1,3,4,2,3,1,3,2,1,1,1,2,2,3,2,3,3,2,3,2,5,3,5,2,3,2,4,2,1,2,1,4,1,3,2,1,2,4,2,3,1,2,3
STEM,none,Geodetic Engineering,ENG,5,1,1,1,3,5,1,1,1,1,5,2,3,2,3,2,1,1,2,2,2,1,1,1,3,5,2,2,5,4,5,4,3,1,1,5,1,1,1,1,1,3,2,2,2,1,2,1,1,3
GAS,none,Theatre Arts,MEDIA,2,5,2,5,3,3,3,3,2,2,2,1,5,3,2,2,2,1,2,5,5,3,1,2,1,2,5,5,3,3,2,3,1,1,2,1,2,3,3,1,1,3,1,3,3,3,1,4,5,1
STEM,none,Food Technology,HEALTH,4,3,2,2,2,1,4,1,1,5,2,2,1,1,5,3,3,2,2,1,1,1,2,3,3,4,3,1,3,1,2,3,2,5,1,1,1,4,1,1,5,1,2,5,3,3,1,1,2,2
HUMSS,none,Southeast Asian Studies,SOCIAL,5,2,5,1,3,2,2,2,3,4,3,1,2,2,3,3,3,3,3,3,1,1,1,3,3,3,1,5,3,4,2,2,3,4,3,1,1,3,4,2,3,3,1,2,5,3,3,2,3,2
STEM,none,Industrial Design,ENG,4,1,1,2,3,5,1,2,3,2,5,3,1,3,3,2,3,1,2,2,2,3,3,1,3,5,3,2,5,5,4,4,2,3,1,5,1,2,2,2,2,1,2,1,1,2,2,3,1,3
ABM,none,Entrepreneurship,BUS,1,2,3,2,3,2,1,5,5,1,3,1,3,2,1,5,3,3,5,3,2,1,3,3,5,4,2,3,3,2,1,5,2,1,1,3,4,1,1,2,2,3,2,1,1,4,1,2,2,4
ABM,none,Accountancy,BUS,1,1,1,2,1,1,1,5,4,3,2,1,2,2,3,5,2,3,5,2,1,1,3,1,5,5,2,3,3,1,3,4,3,1,3,2,5,3,2,2,3,1,3,1,1,4,2,3,3,5
STEM,none,Environmental & Sanitary Engineering,ENG,4,3,1,1,4,5,2,1,2,2,5,1,1,2,1,3,2,2,3,1,2,2,1,1,1,5,2,1,5,5,5,5,2,3,3,5,3,2,2,3,1,3,3,2,2,3,3,3,2,3
STEM,none,Computer Science,TECH,5,1,2,3,5,3,2,1,1,2,2,5,2,2,3,3,1,1,2,1,3,2,2,3,3,5,3,1,3,3,3,5,5,1,1,1,2,5,1,2,2,5,3,2,2,3,1,1,2,2
GAS,none,Tourism Management,HOSP,1,3,2,2,2,3,2,2,1,5,3,1,1,3,2,1,3,1,4,2,3,3,1,2,4,3,1,5,5,5,3,3,1,2,1,2,5,2,2,3,1,2,2,3,1,2,5,3,3,2
TVL,ICT,Criminology,APPLIED,3,1,2,2,5,5,4,2,2,1,4,3,1,1,1,3,1,1,1,3,1,1,1,2,2,4,1,3,5,1,4,3,2,3,1,5,3,2,2,2,2,3,3,3,3,3,1,1,1,2
HUMSS,none,Philosophy,SOCIAL,4,3,5,1,1,2,3,3,1,5,2,1,2,2,1,2,3,1,2,1,1,1,2,3,1,3,2,5,3,5,3,2,3,4,3,3,3,3,5,1,2,1,1,1,4,2,2,3,3,1
GAS,none,Speech Communication,MEDIA,1,5,3,5,2,3,3,2,1,2,3,3,5,1,2,2,2,3,2,5,5,3,2,1,2,3,5,5,1,4,3,2,2,1,1,3,1,2,1,2,1,1,2,2,3,2,3,5,4,3
ABM,none,Entrepreneurship,BUS,1,2,3,3,3,2,1,5,5,2,2,2,2,1,1,5,3,3,5,2,2,2,1,2,5,5,3,4,2,3,2,4,1,2,2,1,4,1,3,1,3,1,2,2,1,4,3,2,1,4
GAS,none,Hospitality Management,HOSP,3,2,3,3,2,3,1,3,1,5,3,2,1,1,3,2,1,2,4,3,3,1,1,3,4,3,1,5,4,5,2,2,2,2,3,2,5,2,1,1,2,2,3,1,2,3,5,1,2,2
GAS,none,Sculpture,MEDIA,1,5,1,5,2,1,2,2,1,3,1,3,5,3,2,1,2,3,2,5,5,1,3,3,3,3,5,5,1,4,1,3,3,2,2,1,3,2,2,2,1,3,2,2,2,2,1,4,5,2
HUMSS,none,Elementary Education (BEEd),EDUC,2,2,2,3,1,3,2,3,1,5,3,2,1,2,1,2,2,5,2,1,2,4,3,2,1,3,4,5,1,5,1,2,1,3,1,2,2,1,2,1,1,3,5,5,2,2,3,2,2,1
GAS,none,English Studies / Literature,MEDIA,1,5,1,5,1,3,1,1,3,1,1,2,5,1,2,1,2,3,1,4,4,1,3,1,3,1,5,5,2,4,3,2,2,3,1,1,2,2,1,2,2,1,3,2,1,1,1,4,5,2
TVL,ICT,Automotive Technology,APPLIED,2,2,2,1,4,5,4,2,3,3,5,3,1,3,1,2,1,1,2,3,2,2,3,3,2,3,1,3,5,3,5,1,1,3,1,5,3,2,2,2,1,1,2,2,2,3,1,3,3,2
STEM,none,Biological Engineering,ENG,5,2,3,2,4,5,1,3,2,2,5,2,1,1,3,1,3,2,1,3,1,2,2,2,3,5,1,1,5,5,4,5,2,2,3,5,3,2,2,2,3,2,1,3,2,2,3,1,3,1
HUMSS,none,Development Studies,SOCIAL,5,1,5,1,2,3,1,3,1,4,2,1,2,2,2,2,2,2,3,1,1,3,1,4,2,3,1,5,1,5,3,3,2,5,1,3,1,2,4,3,2,3,2,3,4,3,2,3,2,2
ABM,none,Economics,BUS,1,2,3,1,1,3,3,5,5,1,2,2,3,2,1,5,1,2,5,3,3,1,1,2,5,5,3,3,2,1,3,4,1,1,2,2,5,1,3,1,2,2,2,3,3,4,3,2,3,4
HUMSS,none,History,SOCIAL,5,1,5,2,3,3,3,3,1,4,2,3,2,2,3,2,2,3,1,2,1,1,2,3,1,3,3,5,2,4,3,2,3,5,3,1,3,2,5,1,1,3,1,1,5,3,2,3,2,2
STEM,none,Biology,HEALTH,5,2,2,3,2,1,3,1,2,5,3,3,3,2,5,2,2,2,2,3,1,1,1,3,2,4,1,1,4,1,1,2,2,4,3,3,2,4,2,2,5,1,3,5,2,2,1,2,2,1
STEM,none,Chemical Engineering,ENG,4,1,3,3,3,5,2,2,1,3,4,2,2,2,3,2,3,1,1,1,1,1,3,2,3,5,1,1,5,5,4,5,2,3,1,5,1,2,3,2,2,2,1,3,2,3,1,1,1,1
HUMSS,none,Linguistics,SOCIAL,5,1,5,2,3,3,1,1,3,4,1,3,1,2,1,2,2,2,3,2,1,2,3,3,3,4,1,5,2,5,3,1,3,4,2,2,2,2,5,1,3,2,1,1,4,1,3,2,3,3
STEM,none,Chemistry,HEALTH,5,2,3,3,3,3,4,1,2,5,2,1,3,3,5,3,3,3,1,1,2,1,1,3,3,5,3,2,3,1,2,1,1,5,2,3,3,5,1,1,4,1,3,5,3,2,2,3,2,3
STEM,none,Marine Biology,HEALTH,4,2,1,3,1,2,4,2,3,5,3,2,2,1,5,2,2,3,1,1,1,1,1,3,3,5,3,1,4,3,2,2,1,5,2,3,3,4,3,1,5,3,1,5,2,3,3,1,2,1
STEM,none,Mining Engineering,ENG,4,1,1,3,3,5,1,1,2,1,5,3,3,3,1,2,2,2,1,1,1,2,2,3,1,5,1,2,5,5,4,5,3,1,3,5,1,3,3,3,1,3,1,3,2,3,2,1,2,2
HUMSS,none,Development Studies,SOCIAL,4,2,5,3,2,1,2,2,3,4,3,2,3,2,1,3,2,2,3,2,2,1,1,3,1,3,3,5,3,5,2,3,3,5,3,3,2,2,4,2,3,2,1,2,5,2,1,3,2,3
STEM,none,Nursing,HEALTH,4,2,3,3,1,1,3,3,3,5,1,2,2,2,5,3,2,3,2,2,2,3,3,2,2,4,1,3,4,2,2,3,1,5,3,3,3,5,2,3,5,3,2,5,1,2,3,2,2,2
STEM,none,Industrial Engineering,ENG,4,2,2,1,4,5,1,2,3,2,4,1,1,2,2,1,2,2,2,3,1,1,2,2,3,5,2,2,5,5,5,5,2,3,1,5,1,1,3,3,2,1,2,2,2,3,3,3,1,1
ABM,none,Entrepreneurship,BUS,2,2,2,2,1,1,1,4,5,3,3,2,2,3,1,5,3,2,5,3,3,2,3,2,5,5,3,4,2,3,3,4,2,3,2,1,4,1,2,1,1,1,3,2,1,5,2,1,3,4
STEM,none,Pharmacy,HEALTH,4,2,1,2,1,3,4,1,1,5,1,3,2,3,5,2,1,3,1,3,2,1,2,3,1,4,2,3,4,3,3,1,1,5,2,3,1,5,1,2,5,1,3,5,2,2,3,2,2,2
STEM,none,Railway Engineering,ENG,4,1,2,3,3,5,1,3,2,1,4,3,3,2,1,2,2,1,3,1,2,3,3,2,1,5,2,2,5,4,4,4,2,3,2,5,3,3,2,1,2,1,2,1,3,3,3,1,2,1
ABM,none,Cooperatives,BUS,3,2,3,2,2,3,1,4,5,3,3,2,1,1,2,5,1,3,5,3,1,1,3,2,5,5,1,3,2,3,2,5,1,3,3,1,4,3,3,2,1,3,2,3,2,4,3,1,3,5
GAS,none,Malikhaang Pagsulat (Creative Writing in Filipino),MEDIA,1,5,2,5,2,3,1,3,3,3,1,3,5,3,2,2,1,3,3,4,5,1,1,2,1,2,5,5,2,3,2,2,3,2,2,2,1,1,2,2,3,3,3,2,2,1,2,4,5,1
HUMSS,none,Library & Information Science,EDUC,3,2,2,2,1,1,1,1,3,4,3,3,2,2,1,1,3,5,3,1,1,4,3,2,3,1,4,5,1,5,2,2,2,2,3,1,3,1,3,3,1,1,5,5,2,3,3,3,2,2
STEM,none,Chemistry,HEALTH,5,1,3,1,2,1,3,2,1,5,3,1,1,1,5,3,2,1,3,3,1,1,1,2,2,5,2,2,4,2,1,1,2,5,3,1,1,5,1,1,4,1,2,5,2,1,2,1,1,3
STEM,none,Industrial Design,ENG,4,2,1,1,4,5,3,2,2,2,4,1,3,1,1,2,2,2,1,3,2,2,1,3,3,5,1,1,5,5,4,5,2,1,3,5,3,1,2,1,3,3,3,2,3,3,2,1,1,3
HUMSS,none,Development Studies,SOCIAL,4,1,5,1,1,3,1,3,2,4,2,2,3,3,1,2,1,3,1,2,1,2,1,3,1,4,3,5,3,5,2,3,1,5,2,3,3,1,5,1,3,1,2,1,5,3,1,3,2,1
HUMSS,none,International Studies,SOCIAL,4,2,5,3,2,2,1,3,2,4,3,3,2,1,3,2,2,1,3,2,1,1,3,4,3,3,1,5,2,4,1,3,1,4,1,3,1,3,4,1,3,2,3,1,5,3,1,1,1,2
GAS,none,Tourism Management,HOSP,3,2,1,1,2,3,3,2,3,5,3,2,3,2,1,1,3,3,4,3,3,2,3,1,4,3,3,5,4,5,1,3,3,2,1,2,5,2,1,1,2,1,1,1,3,1,4,2,3,2
STEM,none,Mechanical Engineering,ENG,4,3,3,2,3,5,3,2,2,3,5,2,3,3,2,2,3,1,3,2,2,1,2,3,2,5,2,1,5,5,5,4,2,2,3,5,1,2,1,1,3,1,1,1,1,2,2,1,1,3
GAS,none,Communication / Communication Arts,MEDIA,1,5,1,5,2,3,1,2,2,2,2,2,5,2,2,2,2,1,3,5,4,1,2,3,2,2,5,5,1,3,2,3,2,3,1,3,1,3,2,2,1,3,2,2,3,2,2,4,5,3
STEM,none,Physical Therapy,HEALTH,5,1,3,1,3,2,4,3,1,5,1,3,1,1,5,2,2,2,1,2,1,1,2,2,2,4,2,3,3,3,3,1,2,5,3,3,1,4,1,2,5,2,2,5,2,3,1,1,1,3
STEM,none,Applied Statistics,TECH,5,1,1,4,5,4,2,1,2,3,1,4,2,2,2,2,2,3,3,3,1,2,3,1,3,5,1,2,1,3,3,4,5,2,1,1,3,4,3,1,2,4,1,1,2,2,3,3,1,2
STEM,none,Information Security,TECH,5,2,1,3,5,4,3,1,1,2,1,5,2,1,1,3,1,2,3,1,3,1,1,1,2,5,2,2,3,3,2,4,5,2,2,3,3,4,1,1,1,4,1,2,1,2,3,1,2,1
GAS,none,Music,MEDIA,3,5,1,5,1,3,2,1,2,2,2,1,5,3,2,2,2,2,3,5,4,1,1,2,2,2,5,5,3,3,2,2,1,2,2,3,3,3,3,3,2,2,3,1,3,3,3,4,4,1
STEM,none,Interior Design,ENG,4,1,1,2,3,5,1,3,2,2,4,1,1,1,3,1,1,3,3,3,1,2,3,2,2,5,3,2,5,4,4,5,1,3,3,5,2,1,2,3,3,3,2,2,1,3,1,3,2,2
STEM,none,Manufacturing Engineering,ENG,4,2,1,3,4,5,1,2,3,2,4,2,1,2,3,1,3,2,2,2,2,3,2,1,1,5,1,2,5,5,5,4,1,3,2,5,3,3,3,1,1,2,1,2,2,1,2,1,3,3
GAS,none,Sculpture,MEDIA,1,5,2,5,2,3,1,3,1,3,3,3,5,1,1,2,1,2,1,5,5,3,3,3,3,2,5,5,1,3,2,3,2,3,2,3,1,2,3,2,2,1,2,1,2,3,2,5,4,1
STEM,none,Chemical Engineering,ENG,4,1,2,2,4,5,1,1,2,3,5,1,2,1,2,3,3,2,3,1,2,1,1,1,3,5,3,3,5,5,5,5,2,2,2,5,2,2,3,2,1,3,3,2,3,3,2,2,2,1
STEM,none,Materials Science & Engineering,ENG,4,1,1,3,4,5,3,2,1,2,5,1,1,1,1,1,1,1,2,3,2,1,2,1,3,5,3,3,5,4,5,5,3,3,3,5,3,1,2,1,3,3,3,3,1,3,3,2,2,1
HUMSS,none,Political Science,SOCIAL,5,3,5,3,2,2,2,2,3,4,1,2,1,1,3,3,3,2,3,2,2,2,1,4,3,4,1,5,2,5,1,2,3,5,1,2,1,3,4,2,1,3,3,2,5,2,1,1,2,1
STEM,none,Web & Mobile Development,TECH,5,1,2,3,5,3,1,2,1,2,1,4,2,1,2,3,3,1,1,2,3,1,1,3,1,5,3,1,2,1,1,5,4,3,3,3,3,4,2,2,3,5,2,1,3,2,2,2,3,3
ABM,none,Office Administration,BUS,2,2,2,1,3,2,1,5,4,1,1,1,2,2,1,5,3,3,5,2,1,3,3,2,5,5,3,4,3,1,3,5,3,3,3,3,5,1,1,3,1,2,3,2,2,4,3,3,2,4
STEM,none,Computer Engineering,ENG,5,3,1,3,3,5,2,1,3,1,5,1,2,2,2,1,1,3,3,2,1,2,1,2,3,5,3,3,5,5,5,4,2,1,2,5,2,1,3,3,3,1,1,2,1,2,2,3,2,3
TVL,ICT,Electrical Installation,APPLIED,1,3,1,3,4,5,4,1,1,1,5,3,2,2,1,3,2,1,2,2,2,3,3,1,2,3,3,1,5,2,4,2,2,1,3,5,2,2,2,1,1,3,3,3,1,2,3,1,2,3
HUMSS,none,Secondary Education (BSEd),EDUC,1,1,1,1,1,3,2,3,3,4,3,2,3,3,3,2,3,5,1,3,3,4,3,3,1,2,3,5,2,5,1,3,2,2,1,3,1,1,1,2,1,3,5,5,3,2,2,3,1,2
STEM,none,Electrical Engineering,ENG,5,1,3,1,3,5,3,2,3,2,4,1,2,1,1,1,2,3,1,1,1,3,1,1,3,5,2,2,5,5,4,4,2,2,1,5,1,1,2,1,3,2,2,2,1,3,3,1,3,1
STEM,none,Chemical Engineering,ENG,5,1,2,1,3,5,2,1,3,1,4,2,2,2,1,3,2,1,3,1,3,1,2,3,2,5,1,2,5,4,5,4,3,2,1,5,2,1,3,1,2,3,1,1,2,3,3,1,1,3
HUMSS,none,Secondary Education (BSEd),EDUC,3,2,2,2,3,3,2,3,3,5,2,1,2,2,3,1,3,5,3,3,3,5,3,1,3,1,3,5,2,5,3,1,2,2,3,3,1,1,1,3,3,2,4,5,3,2,1,1,2,1
HUMSS,none,Elementary Education (BEEd),EDUC,1,2,3,2,3,2,1,2,3,4,1,1,1,2,3,1,2,5,2,2,3,5,1,2,3,1,4,5,1,5,1,3,1,2,2,2,1,2,2,3,1,1,5,5,2,2,2,1,1,2
GAS,none,Transportation Management,HOSP,3,3,3,2,1,3,1,1,3,5,2,3,3,1,1,2,2,3,4,2,1,1,2,1,3,1,3,5,4,5,2,2,2,2,2,2,5,3,3,3,3,1,2,1,2,2,4,1,2,3
ABM,none,Office Administration,BUS,3,3,1,3,1,3,2,4,4,3,3,3,2,2,1,5,3,2,5,1,1,3,1,3,5,5,2,3,1,1,3,4,3,3,3,1,5,3,2,2,2,1,1,2,2,5,3,2,1,5
STEM,none,Computer Science,TECH,5,3,2,4,5,3,1,2,1,1,3,4,3,1,3,2,3,3,1,3,1,3,2,3,3,5,3,2,2,1,2,5,5,3,3,2,3,4,2,1,1,4,3,3,1,2,2,1,3,3
GAS,none,English Studies / Literature,MEDIA,2,5,1,5,2,3,1,3,3,3,3,1,5,1,2,2,2,3,1,4,5,3,1,3,2,2,5,5,3,3,2,2,3,3,1,2,2,2,3,2,3,2,1,1,2,2,3,4,5,1
GAS,none,Creative Writing,MEDIA,3,5,1,5,2,2,1,3,1,2,1,3,5,2,1,1,2,2,3,5,5,3,3,1,1,2,5,5,2,4,2,3,2,2,3,2,3,3,2,3,2,1,3,2,3,2,2,5,5,2
HUMSS,none,Library & Information Science,EDUC,3,2,3,1,2,3,1,2,3,5,1,3,1,2,1,3,3,5,2,1,1,4,3,3,3,3,3,5,1,5,1,2,1,2,1,1,3,2,3,3,2,3,5,5,3,3,2,2,3,1
ABM,none,Accountancy,BUS,1,1,2,3,3,1,2,5,5,1,2,1,2,1,2,5,2,3,5,1,1,1,3,2,5,5,3,4,2,3,2,5,1,2,1,3,5,3,3,2,2,3,1,3,1,4,3,3,3,4
STEM,none,Applied Statistics,TECH,4,1,1,4,5,4,3,3,3,3,1,4,3,3,1,3,3,1,1,3,3,2,3,2,1,5,1,1,2,1,3,5,5,1,3,3,2,5,3,2,2,4,3,2,1,1,3,3,2,1
STEM,none,Family Life and Child Development,HEALTH,4,2,2,1,3,3,3,3,1,5,1,3,3,1,5,1,3,3,1,2,1,2,3,3,1,4,2,3,4,1,3,3,3,5,1,3,3,5,3,2,4,2,2,5,2,2,1,2,2,2
HUMSS,none,Development Studies,SOCIAL,4,3,5,1,1,1,1,2,1,5,1,2,1,1,1,2,3,1,2,1,2,2,2,4,3,4,1,5,2,5,3,3,3,5,1,2,1,3,4,3,1,1,3,3,4,1,2,3,1,3
HUMSS,none,Development Studies,SOCIAL,5,1,5,1,1,1,3,3,2,4,2,3,3,2,3,2,1,3,1,1,1,3,1,3,2,4,2,5,1,5,3,2,1,4,1,3,1,3,4,2,1,1,3,2,4,2,3,2,2,1
GAS,none,"Hotel, Restaurant & Institutional Management",HOSP,3,3,3,3,2,2,2,1,2,5,1,3,2,2,3,2,1,2,4,2,3,2,3,1,3,3,3,5,5,5,3,3,2,1,1,2,5,1,3,3,3,3,3,2,2,1,5,3,3,2
STEM,none,Nursing,HEALTH,4,3,3,2,3,3,3,2,1,5,3,2,1,2,5,3,2,1,3,1,1,1,3,1,3,5,2,2,3,2,3,1,2,5,1,1,3,4,1,1,4,1,3,5,2,2,3,3,1,3
STEM,none,Environmental & Sanitary Engineering,ENG,4,1,1,1,3,5,2,2,1,3,5,3,3,3,3,1,3,1,2,1,3,3,1,2,3,5,2,3,5,5,4,4,2,1,2,5,3,2,3,2,1,3,1,3,3,3,1,1,3,3
STEM,none,Railway Engineering,ENG,4,3,1,1,4,5,3,1,3,2,4,1,2,2,1,2,2,2,3,2,3,2,3,3,1,5,3,3,5,5,4,4,1,2,2,5,1,1,3,2,2,3,3,2,3,3,3,1,2,1
HUMSS,none,Library & Information Science,EDUC,3,1,3,1,2,1,3,1,1,5,3,1,2,2,3,3,3,5,3,3,2,4,1,3,1,2,3,5,2,5,2,2,1,3,3,3,3,1,3,2,2,2,4,5,3,1,1,3,3,1
STEM,none,Geodetic Engineering,ENG,4,3,2,2,4,5,1,2,3,1,4,3,3,1,3,3,2,1,3,3,1,2,1,3,2,5,2,2,5,5,5,4,3,3,2,5,1,3,3,2,2,2,2,1,3,3,1,3,3,3
STEM,none,Information Technology,TECH,5,1,3,4,5,3,1,1,2,1,1,4,1,3,1,1,2,3,2,2,3,3,2,2,2,5,2,1,3,3,2,5,5,1,3,1,1,4,3,3,1,5,2,2,1,2,1,2,2,3
ABM,none,Cooperatives,BUS,2,1,2,2,2,2,3,5,4,1,2,3,1,1,3,5,1,3,5,1,1,2,2,1,5,4,1,4,1,2,2,5,2,2,3,1,5,1,3,3,2,3,2,2,1,5,1,3,2,4
STEM,none,Medical Technology,HEALTH,5,2,3,1,2,2,4,3,1,5,1,1,1,2,5,1,1,1,2,3,3,2,2,1,1,4,3,3,3,2,3,3,2,4,1,3,3,5,2,2,5,1,1,5,1,3,1,3,1,2
GAS,none,Painting,MEDIA,2,5,1,5,1,2,3,1,3,3,3,3,5,2,2,3,3,1,1,5,5,3,2,3,2,3,5,5,2,4,3,2,1,1,2,1,3,2,1,1,1,2,1,1,2,1,3,5,4,1
